P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;P
P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;P
P;;;;;K;;;;;;;;;;;;;;;;P;P;P;P;;;;;B;;;;;;;;;;;;;;P
P;P;P;P;P;P;P;P;P;P;;;;;;;;;;;;P;P;P;P;P;P;;;B;;;;;;;;;;;;;;P
P;;;;;;;;;B;;;;;;;;;;P;P;P;P;P;P;P;P;P;;B;;;;;;;;;;;;P;P;P
P;;;;;;;;;B;;;;;;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;;;;;;;;;;;E;P;P
P;;;;;;;;;B;;;;;;;;;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;;;;;;;E;P;P
P;;;;;;;;;B;;;;;;;;;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P
P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P
